Provincias con mayor número de pernoctaciones;Establecimientos y personal empleado (plazas);Periodo;Total
11 Cádiz;Personal empleado;2011M06;158
11 Cádiz;Personal empleado;2011M05;145
11 Cádiz;Personal empleado;2011M04;156
11 Cádiz;Personal empleado;2011M03;140
11 Cádiz;Personal empleado;2011M02;132
11 Cádiz;Personal empleado;2011M01;114
11 Cádiz;Personal empleado;2010M12;144
11 Cádiz;Personal empleado;2010M11;153
11 Cádiz;Personal empleado;2010M10;165
11 Cádiz;Personal empleado;2010M09;174
11 Cádiz;Personal empleado;2010M08;181
11 Cádiz;Personal empleado;2010M07;180
11 Cádiz;Personal empleado;2010M06;176
11 Cádiz;Personal empleado;2010M05;159
11 Cádiz;Personal empleado;2010M04;162
11 Cádiz;Personal empleado;2010M03;152
11 Cádiz;Personal empleado;2010M02;139
11 Cádiz;Personal empleado;2010M01;131
11 Cádiz;Personal empleado;2009M12;148
11 Cádiz;Personal empleado;2009M11;150
11 Cádiz;Personal empleado;2009M10;164
11 Cádiz;Personal empleado;2009M09;170
11 Cádiz;Personal empleado;2009M08;178
11 Cádiz;Personal empleado;2009M07;160
11 Cádiz;Personal empleado;2009M06;168
11 Cádiz;Personal empleado;2009M05;203
11 Cádiz;Personal empleado;2009M04;183
11 Cádiz;Personal empleado;2009M03;128
11 Cádiz;Personal empleado;2009M02;142
11 Cádiz;Personal empleado;2009M01;135
11 Cádiz;Personal empleado;2008M12;153
11 Cádiz;Personal empleado;2008M11;152
11 Cádiz;Personal empleado;2008M10;174
11 Cádiz;Personal empleado;2008M09;185
11 Cádiz;Personal empleado;2008M08;196
11 Cádiz;Personal empleado;2008M07;184
11 Cádiz;Personal empleado;2008M06;181
11 Cádiz;Personal empleado;2008M05;158
11 Cádiz;Personal empleado;2008M04;158
11 Cádiz;Personal empleado;2008M03;165
11 Cádiz;Personal empleado;2008M02;145
11 Cádiz;Personal empleado;2008M01;156
11 Cádiz;Personal empleado;2007M12;149
11 Cádiz;Personal empleado;2007M11;163
11 Cádiz;Personal empleado;2007M10;161
11 Cádiz;Personal empleado;2007M09;164
11 Cádiz;Personal empleado;2007M08;166
11 Cádiz;Personal empleado;2007M07;146
11 Cádiz;Personal empleado;2007M06;144
11 Cádiz;Personal empleado;2007M05;146
11 Cádiz;Personal empleado;2007M04;146
11 Cádiz;Personal empleado;2007M03;145
11 Cádiz;Personal empleado;2007M02;125
11 Cádiz;Personal empleado;2007M01;116
11 Cádiz;Personal empleado;2006M12;107
11 Cádiz;Personal empleado;2006M11;111
11 Cádiz;Personal empleado;2006M10;110
11 Cádiz;Personal empleado;2006M09;123
11 Cádiz;Personal empleado;2006M08;134
11 Cádiz;Personal empleado;2006M07;138
11 Cádiz;Personal empleado;2006M06;122
11 Cádiz;Personal empleado;2006M05;116
11 Cádiz;Personal empleado;2006M04;108
11 Cádiz;Personal empleado;2006M03;97
11 Cádiz;Personal empleado;2006M02;93
11 Cádiz;Personal empleado;2006M01;85
11 Cádiz;Personal empleado;2005M12;94
11 Cádiz;Personal empleado;2005M11;95
11 Cádiz;Personal empleado;2005M10;113
11 Cádiz;Personal empleado;2005M09;124
11 Cádiz;Personal empleado;2005M08;126
11 Cádiz;Personal empleado;2005M07;130
11 Cádiz;Personal empleado;2005M06;123
11 Cádiz;Personal empleado;2005M05;119
11 Cádiz;Personal empleado;2005M04;113
11 Cádiz;Personal empleado;2005M03;88
11 Cádiz;Personal empleado;2005M02;76
11 Cádiz;Personal empleado;2005M01;72
39 Cantabria;Número de establecimientos abiertos estimados;2026M06;588
39 Cantabria;Número de establecimientos abiertos estimados;2026M05;590
39 Cantabria;Número de establecimientos abiertos estimados;2026M04;573
39 Cantabria;Número de establecimientos abiertos estimados;2026M03;421
39 Cantabria;Número de establecimientos abiertos estimados;2026M02;306
39 Cantabria;Número de establecimientos abiertos estimados;2026M01;335
39 Cantabria;Número de establecimientos abiertos estimados;2025M12;411
39 Cantabria;Número de establecimientos abiertos estimados;2025M11;392
39 Cantabria;Número de establecimientos abiertos estimados;2025M10;465
39 Cantabria;Número de establecimientos abiertos estimados;2025M09;484
39 Cantabria;Número de establecimientos abiertos estimados;2025M08;587
39 Cantabria;Número de establecimientos abiertos estimados;2025M07;597
39 Cantabria;Número de establecimientos abiertos estimados;2025M06;531
39 Cantabria;Número de establecimientos abiertos estimados;2025M05;489
39 Cantabria;Número de establecimientos abiertos estimados;2025M04;480
39 Cantabria;Número de establecimientos abiertos estimados;2025M03;345
39 Cantabria;Número de establecimientos abiertos estimados;2025M02;316
39 Cantabria;Número de establecimientos abiertos estimados;2025M01;280
39 Cantabria;Número de establecimientos abiertos estimados;2024M12;391
39 Cantabria;Número de establecimientos abiertos estimados;2024M11;464
39 Cantabria;Número de establecimientos abiertos estimados;2024M10;507
39 Cantabria;Número de establecimientos abiertos estimados;2024M09;606
39 Cantabria;Número de establecimientos abiertos estimados;2024M08;640
39 Cantabria;Número de establecimientos abiertos estimados;2024M07;633
39 Cantabria;Número de establecimientos abiertos estimados;2024M06;561
39 Cantabria;Número de establecimientos abiertos estimados;2024M05;546
39 Cantabria;Número de establecimientos abiertos estimados;2024M04;548
39 Cantabria;Número de establecimientos abiertos estimados;2024M03;510
39 Cantabria;Número de establecimientos abiertos estimados;2024M02;399
39 Cantabria;Número de establecimientos abiertos estimados;2024M01;368
39 Cantabria;Número de establecimientos abiertos estimados;2023M12;452
39 Cantabria;Número de establecimientos abiertos estimados;2023M11;477
39 Cantabria;Número de establecimientos abiertos estimados;2023M10;543
39 Cantabria;Número de establecimientos abiertos estimados;2023M09;607
39 Cantabria;Número de establecimientos abiertos estimados;2023M08;648
39 Cantabria;Número de establecimientos abiertos estimados;2023M07;626
39 Cantabria;Número de establecimientos abiertos estimados;2023M06;547
39 Cantabria;Número de establecimientos abiertos estimados;2023M05;512
39 Cantabria;Número de establecimientos abiertos estimados;2023M04;511
39 Cantabria;Número de establecimientos abiertos estimados;2023M03;383
39 Cantabria;Número de establecimientos abiertos estimados;2023M02;323
39 Cantabria;Número de establecimientos abiertos estimados;2023M01;315
39 Cantabria;Número de establecimientos abiertos estimados;2022M12;378
39 Cantabria;Número de establecimientos abiertos estimados;2022M11;406
39 Cantabria;Número de establecimientos abiertos estimados;2022M10;490
39 Cantabria;Número de establecimientos abiertos estimados;2022M09;551
39 Cantabria;Número de establecimientos abiertos estimados;2022M08;632
39 Cantabria;Número de establecimientos abiertos estimados;2022M07;618
39 Cantabria;Número de establecimientos abiertos estimados;2022M06;514
39 Cantabria;Número de establecimientos abiertos estimados;2022M05;487
39 Cantabria;Número de establecimientos abiertos estimados;2022M04;472
39 Cantabria;Número de establecimientos abiertos estimados;2022M03;399
39 Cantabria;Número de establecimientos abiertos estimados;2022M02;346
39 Cantabria;Número de establecimientos abiertos estimados;2022M01;313
39 Cantabria;Número de establecimientos abiertos estimados;2021M12;371
39 Cantabria;Número de establecimientos abiertos estimados;2021M11;385
39 Cantabria;Número de establecimientos abiertos estimados;2021M10;437
39 Cantabria;Número de establecimientos abiertos estimados;2021M09;518
39 Cantabria;Número de establecimientos abiertos estimados;2021M08;570
39 Cantabria;Número de establecimientos abiertos estimados;2021M07;557
39 Cantabria;Número de establecimientos abiertos estimados;2021M06;475
39 Cantabria;Número de establecimientos abiertos estimados;2021M05;358
39 Cantabria;Número de establecimientos abiertos estimados;2021M04;319
39 Cantabria;Número de establecimientos abiertos estimados;2021M03;294
39 Cantabria;Número de establecimientos abiertos estimados;2021M02;303
39 Cantabria;Número de establecimientos abiertos estimados;2021M01;297
39 Cantabria;Número de establecimientos abiertos estimados;2020M12;277
39 Cantabria;Número de establecimientos abiertos estimados;2020M11;268
39 Cantabria;Número de establecimientos abiertos estimados;2020M10;372
39 Cantabria;Número de establecimientos abiertos estimados;2020M09;477
39 Cantabria;Número de establecimientos abiertos estimados;2020M08;515
39 Cantabria;Número de establecimientos abiertos estimados;2020M07;481
39 Cantabria;Número de establecimientos abiertos estimados;2020M06;239
39 Cantabria;Número de establecimientos abiertos estimados;2020M05;30
39 Cantabria;Número de establecimientos abiertos estimados;2020M04;.
39 Cantabria;Número de establecimientos abiertos estimados;2020M03;207
39 Cantabria;Número de establecimientos abiertos estimados;2020M02;365
39 Cantabria;Número de establecimientos abiertos estimados;2020M01;348
39 Cantabria;Número de establecimientos abiertos estimados;2019M12;359
39 Cantabria;Número de establecimientos abiertos estimados;2019M11;404
39 Cantabria;Número de establecimientos abiertos estimados;2019M10;439
39 Cantabria;Número de establecimientos abiertos estimados;2019M09;502
39 Cantabria;Número de establecimientos abiertos estimados;2019M08;551
39 Cantabria;Número de establecimientos abiertos estimados;2019M07;527
39 Cantabria;Número de establecimientos abiertos estimados;2019M06;486
39 Cantabria;Número de establecimientos abiertos estimados;2019M05;477
39 Cantabria;Número de establecimientos abiertos estimados;2019M04;461
39 Cantabria;Número de establecimientos abiertos estimados;2019M03;395
39 Cantabria;Número de establecimientos abiertos estimados;2019M02;338
39 Cantabria;Número de establecimientos abiertos estimados;2019M01;316
39 Cantabria;Número de establecimientos abiertos estimados;2018M12;355
39 Cantabria;Número de establecimientos abiertos estimados;2018M11;373
39 Cantabria;Número de establecimientos abiertos estimados;2018M10;392
39 Cantabria;Número de establecimientos abiertos estimados;2018M09;466
39 Cantabria;Número de establecimientos abiertos estimados;2018M08;505
39 Cantabria;Número de establecimientos abiertos estimados;2018M07;488
39 Cantabria;Número de establecimientos abiertos estimados;2018M06;454
39 Cantabria;Número de establecimientos abiertos estimados;2018M05;436
39 Cantabria;Número de establecimientos abiertos estimados;2018M04;424
39 Cantabria;Número de establecimientos abiertos estimados;2018M03;374
39 Cantabria;Número de establecimientos abiertos estimados;2018M02;322
39 Cantabria;Número de establecimientos abiertos estimados;2018M01;282
39 Cantabria;Número de establecimientos abiertos estimados;2017M12;315
39 Cantabria;Número de establecimientos abiertos estimados;2017M11;340
39 Cantabria;Número de establecimientos abiertos estimados;2017M10;365
39 Cantabria;Número de establecimientos abiertos estimados;2017M09;441
39 Cantabria;Número de establecimientos abiertos estimados;2017M08;484
39 Cantabria;Número de establecimientos abiertos estimados;2017M07;456
39 Cantabria;Número de establecimientos abiertos estimados;2017M06;419
39 Cantabria;Número de establecimientos abiertos estimados;2017M05;400
39 Cantabria;Número de establecimientos abiertos estimados;2017M04;412
39 Cantabria;Número de establecimientos abiertos estimados;2017M03;328
39 Cantabria;Número de establecimientos abiertos estimados;2017M02;302
39 Cantabria;Número de establecimientos abiertos estimados;2017M01;265
39 Cantabria;Número de establecimientos abiertos estimados;2016M12;310
39 Cantabria;Número de establecimientos abiertos estimados;2016M11;326
39 Cantabria;Número de establecimientos abiertos estimados;2016M10;332
39 Cantabria;Número de establecimientos abiertos estimados;2016M09;444
39 Cantabria;Número de establecimientos abiertos estimados;2016M08;479
39 Cantabria;Número de establecimientos abiertos estimados;2016M07;451
39 Cantabria;Número de establecimientos abiertos estimados;2016M06;389
39 Cantabria;Número de establecimientos abiertos estimados;2016M05;365
39 Cantabria;Número de establecimientos abiertos estimados;2016M04;360
39 Cantabria;Número de establecimientos abiertos estimados;2016M03;329
39 Cantabria;Número de establecimientos abiertos estimados;2016M02;291
39 Cantabria;Número de establecimientos abiertos estimados;2016M01;273
39 Cantabria;Número de establecimientos abiertos estimados;2015M12;306
39 Cantabria;Número de establecimientos abiertos estimados;2015M11;306
39 Cantabria;Número de establecimientos abiertos estimados;2015M10;334
39 Cantabria;Número de establecimientos abiertos estimados;2015M09;414
39 Cantabria;Número de establecimientos abiertos estimados;2015M08;463
39 Cantabria;Número de establecimientos abiertos estimados;2015M07;448
39 Cantabria;Número de establecimientos abiertos estimados;2015M06;404
39 Cantabria;Número de establecimientos abiertos estimados;2015M05;389
39 Cantabria;Número de establecimientos abiertos estimados;2015M04;378
39 Cantabria;Número de establecimientos abiertos estimados;2015M03;298
39 Cantabria;Número de establecimientos abiertos estimados;2015M02;274
39 Cantabria;Número de establecimientos abiertos estimados;2015M01;271
39 Cantabria;Número de establecimientos abiertos estimados;2014M12;286
39 Cantabria;Número de establecimientos abiertos estimados;2014M11;292
39 Cantabria;Número de establecimientos abiertos estimados;2014M10;342
39 Cantabria;Número de establecimientos abiertos estimados;2014M09;393
39 Cantabria;Número de establecimientos abiertos estimados;2014M08;441
39 Cantabria;Número de establecimientos abiertos estimados;2014M07;427
39 Cantabria;Número de establecimientos abiertos estimados;2014M06;373
39 Cantabria;Número de establecimientos abiertos estimados;2014M05;377
39 Cantabria;Número de establecimientos abiertos estimados;2014M04;367
39 Cantabria;Número de establecimientos abiertos estimados;2014M03;286
39 Cantabria;Número de establecimientos abiertos estimados;2014M02;279
39 Cantabria;Número de establecimientos abiertos estimados;2014M01;252
39 Cantabria;Número de establecimientos abiertos estimados;2013M12;283
39 Cantabria;Número de establecimientos abiertos estimados;2013M11;327
39 Cantabria;Número de establecimientos abiertos estimados;2013M10;323
39 Cantabria;Número de establecimientos abiertos estimados;2013M09;390
39 Cantabria;Número de establecimientos abiertos estimados;2013M08;438
39 Cantabria;Número de establecimientos abiertos estimados;2013M07;416
39 Cantabria;Número de establecimientos abiertos estimados;2013M06;361
39 Cantabria;Número de establecimientos abiertos estimados;2013M05;356
39 Cantabria;Número de establecimientos abiertos estimados;2013M04;360
39 Cantabria;Número de establecimientos abiertos estimados;2013M03;336
39 Cantabria;Número de establecimientos abiertos estimados;2013M02;261
39 Cantabria;Número de establecimientos abiertos estimados;2013M01;229
39 Cantabria;Número de establecimientos abiertos estimados;2012M12;346
39 Cantabria;Número de establecimientos abiertos estimados;2012M11;375
39 Cantabria;Número de establecimientos abiertos estimados;2012M10;392
39 Cantabria;Número de establecimientos abiertos estimados;2012M09;430
39 Cantabria;Número de establecimientos abiertos estimados;2012M08;471
39 Cantabria;Número de establecimientos abiertos estimados;2012M07;454
39 Cantabria;Número de establecimientos abiertos estimados;2012M06;452
39 Cantabria;Número de establecimientos abiertos estimados;2012M05;433
39 Cantabria;Número de establecimientos abiertos estimados;2012M04;417
39 Cantabria;Número de establecimientos abiertos estimados;2012M03;364
39 Cantabria;Número de establecimientos abiertos estimados;2012M02;340
39 Cantabria;Número de establecimientos abiertos estimados;2012M01;320
39 Cantabria;Número de establecimientos abiertos estimados;2011M12;344
39 Cantabria;Número de establecimientos abiertos estimados;2011M11;382
39 Cantabria;Número de establecimientos abiertos estimados;2011M10;394
39 Cantabria;Número de establecimientos abiertos estimados;2011M09;437
39 Cantabria;Número de establecimientos abiertos estimados;2011M08;463
39 Cantabria;Número de establecimientos abiertos estimados;2011M07;451
39 Cantabria;Número de establecimientos abiertos estimados;2011M06;435
39 Cantabria;Número de establecimientos abiertos estimados;2011M05;420
39 Cantabria;Número de establecimientos abiertos estimados;2011M04;411
39 Cantabria;Número de establecimientos abiertos estimados;2011M03;370
39 Cantabria;Número de establecimientos abiertos estimados;2011M02;324
39 Cantabria;Número de establecimientos abiertos estimados;2011M01;309
39 Cantabria;Número de establecimientos abiertos estimados;2010M12;343
39 Cantabria;Número de establecimientos abiertos estimados;2010M11;375
39 Cantabria;Número de establecimientos abiertos estimados;2010M10;394
39 Cantabria;Número de establecimientos abiertos estimados;2010M09;432
39 Cantabria;Número de establecimientos abiertos estimados;2010M08;443
39 Cantabria;Número de establecimientos abiertos estimados;2010M07;442
39 Cantabria;Número de establecimientos abiertos estimados;2010M06;415
39 Cantabria;Número de establecimientos abiertos estimados;2010M05;407
39 Cantabria;Número de establecimientos abiertos estimados;2010M04;409
39 Cantabria;Número de establecimientos abiertos estimados;2010M03;351
39 Cantabria;Número de establecimientos abiertos estimados;2010M02;333
39 Cantabria;Número de establecimientos abiertos estimados;2010M01;308
39 Cantabria;Número de establecimientos abiertos estimados;2009M12;341
39 Cantabria;Número de establecimientos abiertos estimados;2009M11;375
39 Cantabria;Número de establecimientos abiertos estimados;2009M10;391
39 Cantabria;Número de establecimientos abiertos estimados;2009M09;424
39 Cantabria;Número de establecimientos abiertos estimados;2009M08;446
39 Cantabria;Número de establecimientos abiertos estimados;2009M07;442
39 Cantabria;Número de establecimientos abiertos estimados;2009M06;418
39 Cantabria;Número de establecimientos abiertos estimados;2009M05;398
39 Cantabria;Número de establecimientos abiertos estimados;2009M04;410
39 Cantabria;Número de establecimientos abiertos estimados;2009M03;350
39 Cantabria;Número de establecimientos abiertos estimados;2009M02;316
39 Cantabria;Número de establecimientos abiertos estimados;2009M01;310
39 Cantabria;Número de establecimientos abiertos estimados;2008M12;333
39 Cantabria;Número de establecimientos abiertos estimados;2008M11;367
39 Cantabria;Número de establecimientos abiertos estimados;2008M10;374
39 Cantabria;Número de establecimientos abiertos estimados;2008M09;415
39 Cantabria;Número de establecimientos abiertos estimados;2008M08;437
39 Cantabria;Número de establecimientos abiertos estimados;2008M07;428
